unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U042809,crowd_control,4,4.57,345,1.0
U032648,negotiation,4,3.08,109,0.979
U034847,triage,3,0.45,32,0.497
U000913,triage,4,9.43,126,0.752
U032150,crowd_control,3,5.78,163,0.74
U020228,drug_raid,5,3.16,237,0.842
U049059,hostage,1,7.23,238,0.717
U012013,hostage,4,11.16,363,0.833
U010673,negotiation,2,12.72,79,0.79
U040118,traffic_control,3,9.65,253,0.666
U018694,traffic_control,4,1.82,393,0.894
U016324,drug_raid,2,7.66,321,1.0
U035252,triage,5,0.86,58,0.979
U024541,fire_response,2,12.0,41,0.712
U010748,hostage,3,13.4,394,0.6
U000699,fire_response,1,3.23,302,0.84
U037185,negotiation,2,10.14,179,0.82
U020222,crowd_control,4,7.74,164,0.648
U022241,hostage,1,7.69,4,0.93
U026308,hostage,1,12.75,362,0.839
U001237,negotiation,4,3.88,184,0.601
U005946,crowd_control,2,9.02,349,0.676
U004798,tactical,5,7.27,177,0.798
U012388,crowd_control,4,11.34,66,0.913
U025847,tactical,5,3.72,279,0.65
U034301,fire_response,5,11.71,2,0.98
U002063,medical_emergency,3,3.34,288,1.0
U033663,tactical,3,12.71,181,0.691
U042604,drug_raid,4,1.19,333,0.835
U022170,medical_emergency,2,9.05,112,0.73
U006407,crowd_control,3,9.09,57,0.985
U019289,triage,3,9.34,40,0.893
U048271,triage,2,11.54,357,0.571
U008360,hostage,3,4.84,162,0.546
U038057,investigation,3,3.92,15,0.73
U027781,crowd_control,1,0.78,268,0.817
U031016,traffic_control,3,0.23,149,0.904
U038892,investigation,2,10.41,19,0.845
U026792,rescue,1,1.93,58,0.748
U026557,medical_emergency,1,12.34,52,0.839
U032524,tactical,3,2.6,134,0.748
U005136,negotiation,3,1.0,387,0.869
U015458,tactical,4,13.81,205,0.422
U047345,weapons,5,5.52,383,0.839
U047063,tactical,3,3.65,327,0.937
U046435,triage,1,6.03,174,0.553
U018275,negotiation,2,2.73,82,0.855
U013854,rescue,4,12.35,318,0.748
U043837,hostage,2,12.55,151,0.864
U004895,medical_emergency,5,2.53,24,0.852
U022479,drug_raid,1,3.21,123,0.881
U024868,crowd_control,2,4.32,312,0.758
U032221,rescue,3,8.95,328,0.72
U037823,traffic_control,1,10.54,278,0.788
U016474,drug_raid,1,13.04,65,1.0
U006359,medical_emergency,1,14.75,256,0.946
U026525,medical_emergency,3,1.67,325,0.917
U048308,traffic_control,5,1.57,298,0.712
U032616,traffic_control,5,13.55,220,0.798
U021202,hostage,4,13.67,349,0.891
U039537,fire_response,2,7.76,87,0.747
U010616,crowd_control,4,14.71,184,0.979
U046490,negotiation,2,10.83,3,0.742
U009213,drug_raid,3,13.5,85,1.0
U019628,negotiation,5,10.41,37,0.682
U006062,investigation,4,14.18,320,0.786
U036283,traffic_control,4,5.78,259,0.937
U003209,medical_emergency,1,2.51,292,1.0
U022654,tactical,3,12.43,387,0.753
U010152,tactical,2,5.01,120,0.676
U038263,tactical,4,10.95,81,0.706
U014718,tactical,5,2.2,148,0.574
U026926,rescue,4,5.09,89,0.618
U040358,hostage,4,1.15,26,0.705
U004292,traffic_control,3,9.61,213,0.728
U039392,traffic_control,2,4.89,281,0.682
U010282,rescue,2,8.8,25,0.7
U021577,triage,1,3.44,126,0.771
U005725,negotiation,5,9.44,105,0.974
U042253,drug_raid,5,13.42,266,0.931
U006079,rescue,3,11.25,77,0.765
U034902,fire_response,3,10.47,261,0.631
U000252,medical_emergency,2,1.85,267,0.887
U038946,traffic_control,5,3.87,257,0.67
U032937,crowd_control,3,7.26,329,0.673
U030302,crowd_control,3,6.36,370,0.888
U022035,triage,3,2.72,80,0.476
U040511,hostage,4,9.16,333,0.94
U039259,fire_response,4,13.29,66,0.663
U047320,hostage,5,12.07,89,0.451
U026051,weapons,5,6.21,337,0.965
U040047,investigation,2,10.31,99,0.888
U008480,drug_raid,4,4.8,88,0.757
U016274,rescue,3,5.09,137,0.875
U036275,rescue,3,13.15,206,0.728
U042692,crowd_control,3,4.1,372,1.0
U002937,rescue,4,4.07,217,0.614
U041392,triage,2,7.83,112,0.638
U006523,crowd_control,2,7.23,364,0.522
U045616,negotiation,4,9.42,296,0.84
U011433,negotiation,4,12.31,12,0.868
U013259,tactical,5,5.4,108,0.473
U038759,weapons,5,8.93,353,0.748
U010615,medical_emergency,3,7.22,229,0.698
U014257,fire_response,1,3.64,396,0.852
U004191,negotiation,3,9.17,143,0.653
U025009,hostage,3,10.72,187,0.601
U007838,rescue,5,2.17,219,0.606
U037703,rescue,4,5.19,378,0.734
U005387,medical_emergency,1,10.81,231,0.799
U000242,medical_emergency,4,14.99,38,0.847
U049516,hostage,3,6.33,61,1.0
U042299,tactical,5,7.09,94,0.622
U020771,investigation,2,7.02,365,0.723
U043301,investigation,1,3.03,243,0.576
U049495,negotiation,2,9.24,14,0.512
U011285,triage,3,10.39,244,0.776
U011521,negotiation,3,14.76,216,0.931
U003896,traffic_control,3,14.23,184,0.94
U048449,investigation,5,12.97,205,0.697
U016423,weapons,4,0.96,315,0.606
U010763,crowd_control,2,14.68,123,0.605
U034038,weapons,4,4.95,364,0.534
U029556,investigation,1,14.82,339,0.648
U021545,drug_raid,1,9.4,185,0.606
U012101,weapons,1,0.18,320,0.985
U022410,weapons,3,6.97,208,0.774
U018509,investigation,1,6.51,26,0.637
U036602,traffic_control,4,14.84,391,0.525
U040638,traffic_control,3,4.45,187,0.635
U030076,medical_emergency,3,6.07,281,0.703
U045720,medical_emergency,2,12.68,125,0.568
U031087,tactical,1,3.55,390,0.764
U010922,traffic_control,3,6.09,359,0.66
U033560,drug_raid,2,8.98,218,0.656
U002442,hostage,5,15.0,24,0.745
U014962,drug_raid,2,7.78,130,0.759
U021278,crowd_control,4,11.05,138,0.87
U024362,fire_response,5,11.89,374,0.829
U031405,drug_raid,5,3.27,209,0.74
U005377,fire_response,2,9.42,102,0.779
U028511,triage,3,11.13,240,0.592
U042029,investigation,1,3.13,2,0.784
U032966,hostage,2,7.53,231,0.714
U045905,fire_response,1,7.4,243,0.86
U017655,rescue,2,12.27,44,0.776
U001414,negotiation,2,2.21,332,0.67
U006442,crowd_control,3,14.32,130,0.507
U046355,negotiation,2,4.62,196,0.684
U016808,hostage,3,9.58,100,1.0
U035783,fire_response,1,3.76,255,0.84
U037657,negotiation,4,4.04,86,0.676
U010254,fire_response,2,10.38,240,0.864
U022282,negotiation,4,7.42,313,0.622
U000550,hostage,4,12.41,201,0.56
U029093,rescue,3,1.02,380,0.986
U033843,tactical,5,9.66,207,0.813
U030784,drug_raid,3,14.31,92,0.891
U039217,rescue,1,12.06,118,0.605
U030262,tactical,4,5.11,335,0.868
U032300,rescue,1,0.27,229,0.723
U023445,rescue,3,14.91,298,0.447
U020976,investigation,2,6.27,197,0.954
U049872,drug_raid,5,8.77,152,0.854
U005981,negotiation,4,6.48,97,0.663
U031751,rescue,4,5.9,124,1.0
U041514,traffic_control,3,9.67,164,0.824
U010830,negotiation,5,6.96,303,0.525
U020155,negotiation,1,2.05,7,0.942
U030408,hostage,4,7.88,373,0.879
U036786,hostage,1,12.75,302,0.586
U039772,tactical,2,13.85,266,0.759
U029527,fire_response,5,6.11,252,0.636
U046654,fire_response,4,5.02,286,0.754
U025389,negotiation,1,1.88,326,0.759
U041161,medical_emergency,4,0.36,164,0.546
U010881,investigation,1,14.88,167,0.894
U044145,rescue,5,13.66,50,0.83
U029232,negotiation,5,10.32,21,0.66
U030031,triage,1,11.68,244,1.0
U007272,medical_emergency,2,9.73,130,0.761
U035114,negotiation,4,3.0,222,0.66
U002256,traffic_control,2,9.8,209,0.655
U003165,drug_raid,4,4.18,335,0.591
U047555,fire_response,3,14.59,136,0.841
U040952,rescue,5,1.61,231,0.674
U011576,triage,5,0.7,67,0.586
U033844,investigation,5,3.92,61,0.728
U009742,rescue,4,13.42,154,0.803
U023269,hostage,5,0.95,122,0.849
U048713,triage,5,5.73,380,0.631
U007750,rescue,5,3.01,16,0.811
U014274,hostage,1,5.1,67,0.92
U037446,drug_raid,4,9.35,168,0.812
U006456,hostage,2,10.33,314,0.667
U023178,weapons,3,7.09,343,0.821
U024208,traffic_control,4,2.53,124,0.768
U032018,tactical,5,13.09,316,0.973
U001769,fire_response,1,13.59,232,0.737
U025816,negotiation,3,8.37,123,0.805
U044059,weapons,1,0.5,228,0.674
U037412,medical_emergency,2,6.66,141,0.911
U006852,hostage,5,13.42,53,0.673
U005287,investigation,2,5.4,361,0.48
U015507,weapons,5,4.66,377,0.99
U035387,traffic_control,3,3.59,275,0.994
U043054,investigation,4,6.12,374,0.688
U002476,medical_emergency,2,0.7,226,0.648
U045892,weapons,5,6.99,363,0.81
U016107,traffic_control,4,0.57,74,0.826
U047240,hostage,5,0.39,346,0.641
U010343,hostage,4,4.87,86,0.755
U016914,hostage,4,10.15,216,0.658
U000253,rescue,5,2.92,281,0.7
U021602,drug_raid,5,4.69,43,0.867
U001851,tactical,5,5.72,311,0.755
U011921,fire_response,5,6.91,214,0.918
U011134,rescue,4,7.86,27,0.566
U034910,hostage,3,4.37,60,0.915
U044023,weapons,2,5.59,16,0.742
U001713,negotiation,1,7.4,201,0.601
U030011,weapons,3,11.13,100,0.767
U041855,fire_response,4,6.24,254,0.767
U012243,triage,2,12.06,155,0.741
U012749,rescue,3,9.27,49,0.654
U002800,investigation,3,5.69,384,0.564
U008590,tactical,1,6.84,189,0.666
U040043,tactical,4,5.97,21,0.784
U044110,negotiation,4,2.17,40,0.615
U000142,triage,3,8.9,389,0.87
U022181,tactical,5,14.78,126,0.757
U010322,traffic_control,4,7.11,249,0.775
U012314,investigation,4,0.63,285,0.849
U005446,rescue,3,0.72,182,0.913
U046648,weapons,4,0.95,26,0.7
U001838,traffic_control,2,4.88,313,0.808
U015660,investigation,5,10.96,329,0.49
U006227,tactical,4,10.48,310,0.967
U039703,crowd_control,3,1.77,309,0.624
U038584,fire_response,1,1.52,221,0.735
U021593,drug_raid,1,6.2,58,0.754
U046846,investigation,1,4.56,281,0.94
U026848,medical_emergency,2,14.08,272,0.924
U026578,drug_raid,3,1.39,52,0.65
U031391,negotiation,3,9.97,37,0.621
U025148,medical_emergency,1,11.92,294,0.837
U042360,triage,1,13.82,330,0.461
U029377,tactical,4,9.07,136,0.891
U035965,hostage,4,9.25,292,0.889
U009501,tactical,4,4.7,254,0.671
U003559,hostage,5,5.32,246,0.733
U043474,weapons,4,11.8,361,0.74
U008621,crowd_control,2,12.36,329,0.628
U044317,crowd_control,2,5.52,398,0.855
U042741,fire_response,1,3.91,261,0.756
U020529,traffic_control,1,4.48,18,0.913
U047212,drug_raid,4,10.97,278,0.515
U048568,traffic_control,2,2.59,163,0.931
U006982,hostage,3,7.77,299,0.707
U029041,weapons,2,7.02,245,0.643
U027147,fire_response,3,4.37,145,0.558
U009103,negotiation,2,3.17,361,0.829
U031628,tactical,2,3.96,130,0.847
U007385,negotiation,5,13.1,155,0.751
U011906,triage,2,5.97,327,0.754
U039234,hostage,4,10.53,304,0.828
U026789,triage,2,2.99,342,0.577
U015135,traffic_control,1,1.03,24,0.856
U007301,crowd_control,2,14.34,250,1.0
U034340,fire_response,2,13.61,376,0.765
U042775,medical_emergency,2,13.9,335,0.695
U039394,medical_emergency,1,1.34,394,0.712
U013903,triage,3,12.0,242,0.868
U041592,drug_raid,2,4.69,1,0.818
U039566,hostage,4,1.76,22,0.56
U015018,negotiation,2,6.11,78,0.711
U001935,medical_emergency,1,14.2,155,0.828
U041692,drug_raid,2,7.64,66,0.73
U038171,tactical,5,11.51,39,0.674
U045490,weapons,2,0.67,319,0.707
U000293,negotiation,3,9.73,18,1.0
U025074,crowd_control,3,7.77,341,0.605
U043641,weapons,4,14.1,172,0.545
U017611,negotiation,3,9.54,323,0.503
U018687,traffic_control,1,11.08,50,0.483
U019972,tactical,1,14.1,138,0.911
U046735,traffic_control,1,0.32,280,0.629
U018375,rescue,4,14.7,22,0.713
U011703,weapons,4,11.74,157,0.743
U021807,weapons,2,0.43,50,0.749
U044439,weapons,5,2.57,16,0.816
U027787,triage,3,6.34,192,0.796
U037587,investigation,3,13.39,382,0.51
U004374,weapons,1,0.04,289,0.838
U025583,hostage,5,9.37,186,0.785
U031258,triage,5,11.87,175,0.764
U038760,medical_emergency,5,0.63,57,0.877
U026295,drug_raid,3,12.64,231,1.0
U045200,drug_raid,5,2.37,343,0.864
U030159,investigation,5,2.2,40,0.861
U029628,investigation,1,2.64,84,0.514
U044224,traffic_control,1,5.01,114,0.716
U029362,rescue,2,2.56,385,0.694
U007743,crowd_control,2,0.53,189,0.735
U015637,weapons,2,6.37,103,0.771
U011517,medical_emergency,4,14.25,292,0.697
U000103,weapons,5,7.22,191,0.86
U025944,tactical,5,12.36,97,0.772
U018487,crowd_control,2,13.68,394,0.845
U042781,crowd_control,2,13.86,117,0.972
U018231,traffic_control,4,12.23,378,0.711
U013244,drug_raid,2,10.55,17,1.0
U003464,medical_emergency,4,4.58,300,0.582
U012325,crowd_control,5,7.62,246,0.564
U021960,triage,3,2.54,282,1.0
U024651,drug_raid,1,11.93,351,1.0
U017946,crowd_control,5,9.1,234,0.871
U027325,investigation,5,7.85,318,0.676
U018101,investigation,1,14.01,170,0.767
U001475,rescue,5,9.19,363,0.748
U024555,triage,5,14.56,208,0.777
U006565,rescue,1,0.23,73,0.924
U027799,weapons,3,1.06,121,0.563
U033052,triage,5,11.26,367,0.769
U002714,crowd_control,2,4.84,264,0.975
U009656,rescue,3,4.23,91,0.903
U032105,triage,4,3.46,127,0.76
U027949,investigation,2,7.25,273,0.747
U035280,tactical,1,6.63,362,0.672
U042440,triage,3,14.69,127,0.71
U022862,drug_raid,3,9.01,204,0.836
U030501,triage,1,6.41,243,0.755
U003938,investigation,4,2.84,71,0.455
U034415,medical_emergency,1,5.39,19,0.846
U003724,tactical,1,8.58,5,0.652
U028565,negotiation,1,13.74,208,0.961
U041459,crowd_control,4,5.75,284,0.72
U022961,tactical,3,8.37,363,1.0
U011537,crowd_control,5,11.95,310,0.746
U005619,investigation,4,11.2,312,0.621
U045631,drug_raid,2,6.71,87,0.744
U003305,drug_raid,2,3.33,169,0.808
U041145,negotiation,2,11.18,26,0.989
U013593,tactical,5,7.65,87,0.72
U006146,fire_response,4,2.8,196,0.761
U023912,drug_raid,5,1.27,145,0.538
U005118,hostage,5,2.01,227,0.746
U027965,triage,5,2.26,314,0.882
U015368,rescue,2,8.25,318,0.692
U007556,tactical,2,13.33,91,0.889
U021171,rescue,5,2.96,96,0.634
U023376,weapons,1,0.89,187,0.775
U049668,rescue,2,7.08,210,0.909
U045568,investigation,2,1.93,285,1.0
U000217,tactical,5,1.94,384,0.491
U000735,medical_emergency,3,6.85,264,0.849
U001329,triage,3,12.44,175,0.731
U010092,medical_emergency,1,1.14,243,1.0
U043003,fire_response,1,9.94,151,0.718
U032036,hostage,2,1.56,184,0.508
U042169,rescue,1,9.29,290,0.892
U009287,crowd_control,2,6.75,240,0.718
U023808,negotiation,3,1.68,148,0.753
U048412,medical_emergency,5,11.2,60,0.922
U016107,crowd_control,5,1.5,129,0.671
U006905,triage,2,12.61,258,0.841
U007265,weapons,2,11.02,342,0.801
U035526,crowd_control,1,0.12,284,0.579
U008720,crowd_control,3,10.01,220,0.794
U043282,triage,3,4.69,11,0.81
U005787,fire_response,3,5.49,123,0.839
U026841,investigation,5,8.57,395,0.735
U005753,traffic_control,5,1.13,73,0.674
U010729,investigation,2,7.53,136,0.61
U018829,negotiation,2,2.24,211,0.553
U007995,weapons,5,4.71,195,0.813
U028987,investigation,2,9.99,341,0.728
U013532,triage,2,9.85,100,0.983
U038961,tactical,1,8.38,1,0.672
U047243,triage,3,3.44,88,0.606
U042370,weapons,3,6.01,83,0.708
U039864,triage,2,12.15,225,1.0
U016233,fire_response,3,5.79,379,0.707
U025686,triage,5,3.64,330,0.533
U037375,investigation,2,13.12,141,0.686
U035409,negotiation,5,5.97,349,0.818
U018742,negotiation,2,5.04,253,0.607
U031526,crowd_control,5,2.03,74,0.929
U021473,triage,3,10.07,82,0.684
U001957,rescue,1,6.9,205,0.96
U032412,fire_response,1,6.09,284,0.768
U004304,triage,2,10.77,157,0.766
U048520,rescue,4,0.45,242,0.605
U036779,drug_raid,2,3.02,7,0.731
U047952,medical_emergency,1,5.89,341,0.871
U000112,investigation,2,9.1,283,0.865
U043556,triage,4,8.14,395,0.824
U043441,weapons,5,0.57,270,0.664
U037944,tactical,4,14.65,232,0.759
U036603,fire_response,3,12.79,128,0.803
U046823,medical_emergency,5,3.56,320,0.501
U005477,rescue,1,2.51,127,0.771
U008417,triage,5,13.74,237,0.597
U048432,crowd_control,1,9.11,319,0.63
U031149,fire_response,2,1.49,55,0.917
U012251,crowd_control,3,7.22,53,0.868
U006376,tactical,3,11.64,65,1.0
U031428,traffic_control,1,6.06,197,0.733
U001824,tactical,5,11.46,104,0.8
U013917,medical_emergency,2,14.29,133,0.83
U034172,medical_emergency,3,0.79,335,0.708
U024821,drug_raid,5,8.85,62,0.728
U005863,medical_emergency,3,3.18,125,1.0
U016064,investigation,2,8.02,301,0.886
U023795,weapons,4,1.89,354,0.869
U021654,negotiation,1,3.76,168,0.654
U006131,fire_response,3,11.04,215,0.862
U012019,traffic_control,3,2.69,6,0.515
U014743,medical_emergency,1,6.33,230,0.788
U009978,fire_response,2,4.48,301,0.712
U026594,weapons,4,2.2,267,0.963
U004123,weapons,3,14.41,58,0.761
U035601,fire_response,3,2.42,106,0.88
U044538,drug_raid,2,5.44,1,0.811
U025878,drug_raid,2,6.82,137,0.823
U034882,hostage,2,0.47,287,0.644
U030494,hostage,2,0.38,22,0.723
U043899,tactical,5,14.08,341,0.818
U026634,traffic_control,4,14.59,120,0.811
U037687,weapons,4,10.83,163,0.701
U007501,rescue,4,4.71,62,0.817
U025536,crowd_control,1,14.52,379,0.575
U036103,hostage,3,7.18,314,0.699
U010026,hostage,2,1.38,384,0.855
U003877,hostage,2,5.18,59,0.485
U021003,crowd_control,4,4.39,396,0.53
U003574,weapons,1,4.54,91,0.584
U036790,crowd_control,1,3.46,190,0.948
U042742,hostage,1,9.57,76,0.973
U022470,investigation,4,13.89,113,0.561
U001528,triage,3,13.55,341,0.791
U002706,rescue,5,7.61,392,0.462
U008890,drug_raid,1,3.18,320,0.979
U035307,tactical,5,9.88,107,0.899
U044403,rescue,4,10.61,59,0.979
U043390,tactical,4,0.65,273,0.755
U022066,weapons,5,0.18,357,0.834
U042066,medical_emergency,1,6.88,38,0.684
U049220,crowd_control,2,10.84,264,0.661
U037758,traffic_control,5,7.35,239,0.724
U010976,rescue,4,12.93,374,0.941
U001569,negotiation,5,3.58,398,0.688
U007679,tactical,5,12.82,5,0.895
U044635,triage,1,1.77,390,0.773
U030972,medical_emergency,4,7.56,299,0.96
U044374,crowd_control,2,5.33,185,0.621
U049782,negotiation,3,10.14,117,0.975
U029956,crowd_control,1,6.25,332,0.632
U036626,medical_emergency,5,9.63,389,0.421
U033435,weapons,4,3.71,253,0.657
U008682,drug_raid,5,11.59,215,0.79
U023162,rescue,5,3.73,293,0.582
U009512,triage,2,10.22,156,0.893
U047575,negotiation,2,2.11,49,0.678
U016659,weapons,4,14.59,64,0.659
U042374,fire_response,1,8.83,133,0.549
U016143,hostage,4,3.97,313,0.508
U000531,investigation,2,0.11,178,0.916
U007602,crowd_control,1,0.15,156,0.965
U022630,weapons,1,2.78,62,0.678
U042563,tactical,5,5.95,65,0.819
U034291,tactical,2,12.55,251,0.621
U048201,tactical,2,4.1,19,0.625
U009921,investigation,1,2.44,283,0.753
U041578,triage,5,2.62,373,0.727
U045161,hostage,4,8.01,294,0.839
U036363,medical_emergency,2,0.28,43,0.82
U015381,rescue,2,10.72,90,0.976
U047646,investigation,5,3.64,56,0.86
U008834,traffic_control,2,11.66,282,0.644
U024866,drug_raid,3,6.76,79,0.595
U040269,drug_raid,5,13.71,21,0.947
U029419,negotiation,3,13.29,35,0.484
U008186,tactical,3,0.07,146,0.807
U017067,fire_response,1,4.42,384,0.713
U018057,tactical,3,6.23,241,0.894
U004872,triage,3,1.81,99,0.759
U012442,rescue,5,12.48,41,0.714
U021899,crowd_control,3,7.86,267,0.559
U046549,negotiation,4,8.29,179,0.578
U037766,investigation,3,13.56,220,0.839
U042700,weapons,3,11.47,135,0.925
U017312,triage,4,6.8,263,0.767
U003774,tactical,2,7.46,126,0.672
U030439,triage,2,11.94,109,0.795
U017209,weapons,4,1.88,35,0.567
U047658,rescue,3,12.13,271,0.817
U038210,hostage,2,4.41,139,0.828
U007638,fire_response,5,10.52,314,0.982
U009850,traffic_control,4,7.24,274,0.667
U014848,negotiation,2,13.07,91,0.661
U000353,tactical,2,5.6,135,0.743
U028663,fire_response,5,9.52,235,0.98
U032387,hostage,1,14.85,175,0.663
U017613,weapons,2,3.91,193,0.695
U009464,medical_emergency,3,9.1,327,0.593
U044094,negotiation,4,14.53,102,0.767
U007411,weapons,4,1.54,136,0.833
U032477,tactical,5,7.92,335,0.829
U015791,negotiation,2,1.07,355,0.894
U026994,tactical,4,14.21,192,0.692
U048689,rescue,4,3.31,315,0.634
U031487,traffic_control,5,9.46,119,0.601
U035570,hostage,1,6.1,333,0.923
U017593,investigation,4,11.32,398,0.813
U035542,weapons,3,3.78,180,0.949
U029636,crowd_control,1,11.23,261,0.932
U004751,tactical,4,6.17,288,0.793
U019196,weapons,3,7.09,7,0.645
U049624,investigation,5,12.78,159,0.667
U036397,hostage,5,11.19,260,0.873
U025865,investigation,2,9.52,379,0.895
U039053,rescue,5,5.54,56,0.755
U020520,tactical,1,9.62,305,0.723
U034589,rescue,2,10.18,303,0.527
U045427,weapons,4,8.34,376,0.519
U020261,fire_response,1,2.91,291,0.672
U016526,traffic_control,2,5.21,259,0.92
U004371,crowd_control,4,4.75,244,0.643
U025657,tactical,1,12.58,305,0.869
U049147,drug_raid,4,11.5,255,1.0
U028948,medical_emergency,4,3.1,95,0.764
U041581,traffic_control,2,13.17,325,0.648
U043795,investigation,4,1.74,261,0.784
U012986,negotiation,3,0.98,210,0.472
U040979,traffic_control,4,5.06,113,0.902
U037392,medical_emergency,4,8.46,121,0.725
U020921,investigation,1,11.86,168,0.874
U014465,tactical,4,6.8,2,0.747
U004434,investigation,4,5.55,92,0.901
U012244,fire_response,3,6.17,363,0.835
U013547,medical_emergency,2,0.74,262,0.864
U042520,medical_emergency,4,10.62,369,0.727
U010125,weapons,4,12.51,389,0.792
U011743,tactical,5,1.23,195,0.67
U020380,crowd_control,4,3.18,391,0.693
U009904,weapons,5,3.87,147,0.841
U001041,triage,5,9.92,325,0.767
U045211,crowd_control,5,2.69,271,0.776
U037321,hostage,4,13.03,173,0.616
U025459,weapons,4,0.38,131,0.829
U049168,tactical,2,13.71,112,0.606
U008932,crowd_control,2,1.0,390,0.65
U026766,negotiation,2,4.41,86,0.842
U041294,fire_response,1,1.86,371,0.835
U047976,crowd_control,1,14.57,364,0.635
U020264,traffic_control,2,14.32,384,0.682
U016326,weapons,2,7.93,213,0.819
U000541,tactical,4,13.46,232,0.696
U013412,fire_response,2,11.12,225,0.861
U026536,negotiation,1,0.71,133,0.653
U048557,triage,2,11.27,191,0.753
U008722,rescue,3,4.17,204,0.526
U042256,fire_response,5,12.82,381,0.76
U045111,negotiation,1,11.76,300,0.837
U008764,triage,5,11.58,98,0.766
U026021,triage,5,1.91,313,0.712
U045405,drug_raid,5,10.76,57,0.523
U037033,drug_raid,4,8.81,125,0.604
U030457,hostage,3,1.28,378,0.579
U045320,medical_emergency,1,4.17,230,0.846
U040628,investigation,5,8.84,275,0.87
U041529,tactical,2,10.07,333,0.656
U012631,triage,4,2.59,344,0.695
U009112,drug_raid,4,10.98,65,0.6
U024557,triage,3,3.81,232,0.754
U042878,triage,2,13.67,209,0.736
U047779,tactical,3,1.69,45,0.938
U012453,crowd_control,5,4.34,46,0.678
U049960,drug_raid,1,4.61,277,0.767
